item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales,new_item_type,outlet_years
FDB09,16.25,Low Fat,0.055893756,Fruits and Vegetables,126.2046,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.532393,Food,14
FDA09,13.35,Regular,0.13947436,Snack Foods,180.266,OUT045,2002,Small,Tier 2,Supermarket Type1,6.801094,Food,11
FDL24,10.3,Regular,0.024474077,Baking Goods,172.3422,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.956724,Food,28
FDP03,5.15,Regular,0.059367843,Meat,125.6388,OUT035,2004,Small,Tier 2,Supermarket Type1,7.954475,Food,9
FDR58,6.675,Low Fat,0.04087171,Snack Foods,94.5462,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.961695,Food,28
FDO13,7.865,Low Fat,0.05922021,Breakfast,166.0526,OUT013,1987,High,Tier 3,Supermarket Type1,8.193665,Food,26
DRD49,9.895,Low Fat,0.15512106,Soft Drinks,239.4564,OUT035,2004,Small,Tier 2,Supermarket Type1,8.56481,Drinks,9
NCF42,17.35,Low Fat,0.15473744,Household,176.0712,OUT035,2004,Small,Tier 2,Supermarket Type1,7.65409,Non-Consumables,9
DRK35,8.365,Low Fat,0.06937018,Hard Drinks,36.1506,OUT035,2004,Small,Tier 2,Supermarket Type1,6.5807242,Drinks,9
FDR58,6.675,Low Fat,0.041033085,Snack Foods,92.1462,OUT013,1987,High,Tier 3,Supermarket Type1,7.092657,Food,26
FDQ15,20.35,Regular,0.14005917,Meat,83.1276,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.532749,Food,28
NCP50,17.35,Low Fat,0.02033458,Others,80.5618,OUT013,1987,High,Tier 3,Supermarket Type1,5.775319,Non-Consumables,26
FDV45,16.75,Low Fat,0.044062283,Snack Foods,186.4556,OUT046,1997,Small,Tier 1,Supermarket Type1,8.279664,Food,16
DRP35,18.85,Low Fat,0.08710257,Hard Drinks,129.6336,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.069605,Drinks,14
FDN23,6.575,Regular,0.0727796,Breads,143.5444,OUT035,2004,Small,Tier 2,Supermarket Type1,8.113223,Food,9
FDS44,12.65,Regular,0.14521363,Fruits and Vegetables,238.9538,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.315326,Food,14
NCI54,15.2,Low Fat,0.033179335,Household,110.9912,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.526314,Non-Consumables,4
FDH40,11.6,Regular,0.07561509,Frozen Foods,79.3276,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.2304683,Food,28
FDF46,7.07,Low Fat,0.0895239,Snack Foods,113.3834,OUT035,2004,Small,Tier 2,Supermarket Type1,7.144421,Food,9
FDA21,13.65,Low Fat,0.035470612,Snack Foods,184.4924,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.55306,Food,4
FDI41,18.5,Regular,0.10346217,Frozen Foods,145.2418,OUT019,1985,Small,Tier 1,Grocery Store,4.991397,Food,28
FDE35,7.06,Regular,0.07090595,Starchy Foods,58.8904,OUT010,1998,Small,Tier 3,Grocery Store,4.070571,Food,15
DRJ24,11.8,Low Fat,0.107270114,Soft Drinks,186.3924,OUT013,1987,High,Tier 3,Supermarket Type1,8.588151,Drinks,26
NCK17,11.0,Low Fat,0.03701765,Health and Hygiene,41.548,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.213939,Non-Consumables,28
FDA15,9.3,Low Fat,0.015927367,Dairy,250.2092,OUT045,2002,Small,Tier 2,Supermarket Type1,8.695543,Food,11
FDD36,13.3,Low Fat,0.02094956,Baking Goods,117.6124,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.7194567,Food,28
DRD60,15.7,Low Fat,0.06315189,Soft Drinks,181.1634,OUT019,1985,Small,Tier 1,Grocery Store,5.202706,Drinks,28
FDA46,13.6,Low Fat,0.11112767,Snack Foods,195.4136,OUT013,1987,High,Tier 3,Supermarket Type1,8.602192,Food,26
NCO54,19.5,Low Fat,0.014201914,Household,57.2614,OUT045,2002,Small,Tier 2,Supermarket Type1,7.3442793,Non-Consumables,11
FDL48,19.35,Regular,0.12900615,Baking Goods,47.1034,OUT010,1998,Small,Tier 3,Grocery Store,4.9823055,Food,15
NCM19,12.65,Low Fat,0.045937046,Others,112.0202,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.529796,Non-Consumables,28
FDS31,13.1,Regular,0.031080632,Fruits and Vegetables,178.9318,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.028566,Food,14
FDV12,16.7,Regular,0.059082888,Baking Goods,97.6384,OUT035,2004,Small,Tier 2,Supermarket Type1,7.957742,Food,9
FDQ31,5.785,Regular,0.049665265,Fruits and Vegetables,87.1856,OUT035,2004,Small,Tier 2,Supermarket Type1,7.248625,Food,9
FDK55,18.5,Low Fat,0.04411775,Meat,89.4172,OUT019,1985,Small,Tier 1,Grocery Store,5.1842213,Food,28
DRG15,6.13,Low Fat,0.07404495,Dairy,59.3536,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.2930765,Drinks,14
NCR17,9.8,Low Fat,0.024187747,Health and Hygiene,116.2492,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.971165,Non-Consumables,4
FDV01,19.2,Regular,0.075164385,Canned,154.6314,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.781942,Food,28
FDT21,7.42,Low Fat,0.02026812,Snack Foods,248.4092,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.9037843,Food,4
FDT10,16.7,Regular,0.06019583,Snack Foods,57.4562,OUT046,1997,Small,Tier 1,Supermarket Type1,6.8544593,Food,16
FDL56,14.1,Low Fat,0.19903576,Fruits and Vegetables,85.6198,OUT019,1985,Small,Tier 1,Grocery Store,4.4684315,Food,28
FDS49,9.0,Low Fat,0.076770596,Canned,80.1644,OUT017,2007,Small,Tier 2,Supermarket Type1,7.071969,Food,6
FDT32,19.0,Regular,0.10877956,Fruits and Vegetables,188.4214,OUT019,1985,Small,Tier 1,Grocery Store,6.337293,Food,28
NCX42,6.36,Low Fat,0.0059558484,Household,164.5526,OUT013,1987,High,Tier 3,Supermarket Type1,7.6675715,Non-Consumables,26
FDX26,17.7,Low Fat,0.1371267,Dairy,184.1292,OUT010,1998,Small,Tier 3,Grocery Store,6.3049746,Food,15
FDN02,16.5,Low Fat,0.07117239,Canned,208.5638,OUT013,1987,High,Tier 3,Supermarket Type1,7.8979764,Food,26
FDJ40,13.6,Regular,0.048170086,Frozen Foods,108.6912,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.025305,Food,28
FDU13,8.355,Low Fat,0.2839684,Canned,146.0418,OUT019,1985,Small,Tier 1,Grocery Store,6.3776913,Food,28
DRE27,11.85,Low Fat,0.12457819,Dairy,96.4726,OUT046,1997,Small,Tier 1,Supermarket Type1,6.886252,Drinks,16
FDS27,10.195,Regular,0.012378851,Meat,197.511,OUT035,2004,Small,Tier 2,Supermarket Type1,7.765116,Food,9
FDU44,12.15,Regular,0.05651529,Fruits and Vegetables,162.1552,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.034842,Food,28
DRM59,5.88,Low Fat,0.006269596,Hard Drinks,153.2998,OUT019,1985,Small,Tier 1,Grocery Store,6.134264,Drinks,28
FDT08,13.65,Low Fat,0.04811853,Fruits and Vegetables,150.505,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.8997064,Food,14
FDL46,20.35,Low Fat,0.0529365,Snack Foods,117.9466,OUT017,2007,Small,Tier 2,Supermarket Type1,7.408441,Food,6
NCV30,20.2,Low Fat,0.1046814,Household,62.051,OUT010,1998,Small,Tier 3,Grocery Store,4.840258,Non-Consumables,15
FDP51,13.85,Regular,0.08183339,Meat,119.6124,OUT046,1997,Small,Tier 1,Supermarket Type1,7.608231,Food,16
FDA51,8.05,Regular,0.15232836,Dairy,112.2518,OUT013,1987,High,Tier 3,Supermarket Type1,7.442948,Food,26
FDM46,7.365,Low Fat,0.14867193,Snack Foods,94.712,OUT045,2002,Small,Tier 2,Supermarket Type1,6.8374615,Food,11
FDK02,12.5,Low Fat,0.10693279,Canned,118.344,OUT017,2007,Small,Tier 2,Supermarket Type1,7.676563,Food,6
FDJ57,7.42,Regular,0.021340234,Seafood,184.8582,OUT035,2004,Small,Tier 2,Supermarket Type1,8.443321,Food,9
FDJ45,17.75,Low Fat,0.07050986,Seafood,33.7216,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.1553955,Food,28
NCB31,6.235,Low Fat,0.11274426,Household,261.991,OUT017,2007,Small,Tier 2,Supermarket Type1,7.7693443,Non-Consumables,6
FDJ03,12.35,Regular,0.0698382,Dairy,49.1692,OUT013,1987,High,Tier 3,Supermarket Type1,6.787671,Food,26
FDT50,6.75,Regular,0.10269097,Dairy,95.6752,OUT013,1987,High,Tier 3,Supermarket Type1,6.8656325,Food,26
NCY41,16.75,Low Fat,0.07311418,Health and Hygiene,36.8532,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.047954,Non-Consumables,14
FDJ60,19.35,Regular,0.060770713,Baking Goods,163.3184,OUT045,2002,Small,Tier 2,Supermarket Type1,7.8792515,Food,11
FDZ35,9.6,Regular,0.022033935,Breads,102.499,OUT046,1997,Small,Tier 1,Supermarket Type1,7.3447094,Food,16
FDS21,19.85,Regular,0.020744529,Snack Foods,62.0194,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.4284186,Food,4
FDM52,15.1,Low Fat,0.025661338,Frozen Foods,147.4076,OUT046,1997,Small,Tier 1,Supermarket Type1,7.9403505,Food,16
FDQ08,15.7,Regular,0.018663432,Fruits and Vegetables,62.9536,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.7259407,Food,28
FDQ56,6.59,Low Fat,0.10036769,Fruits and Vegetables,85.6908,OUT035,2004,Small,Tier 2,Supermarket Type1,7.56501,Food,9
FDS47,16.75,Low Fat,0.121408544,Breads,89.4856,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.9609427,Food,14
DRM48,15.2,Low Fat,0.107171945,Soft Drinks,38.6848,OUT045,2002,Small,Tier 2,Supermarket Type1,7.052573,Drinks,11
FDW46,13.0,Regular,0.068312,Snack Foods,65.7484,OUT017,2007,Small,Tier 2,Supermarket Type1,7.0685735,Food,6
FDW27,5.86,Regular,0.1410375,Meat,154.1314,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.135315,Food,4
NCQ05,11.395,Low Fat,0.035525586,Health and Hygiene,150.1708,OUT010,1998,Small,Tier 3,Grocery Store,5.7069163,Non-Consumables,15
FDU40,20.85,Low Fat,0.06072493,Frozen Foods,192.2478,OUT010,1998,Small,Tier 3,Grocery Store,5.9597044,Food,15
DRE12,4.59,Low Fat,0.06806772,Soft Drinks,112.886,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.987129,Drinks,28
FDX35,5.035,Regular,0.076816626,Breads,226.3036,OUT013,1987,High,Tier 3,Supermarket Type1,8.318417,Food,26
FDD51,11.15,Low Fat,0.11345297,Dairy,45.0744,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.115327,Food,14
FDY27,6.38,Low Fat,0.031525914,Dairy,178.3344,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.074593,Food,4
NCN06,8.39,Low Fat,0.11377257,Household,162.2868,OUT046,1997,Small,Tier 1,Supermarket Type1,7.8711543,Non-Consumables,16
FDR57,5.675,Regular,0.023220822,Snack Foods,155.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,7.2542906,Food,9
FDL32,15.7,Regular,0.115698494,Fruits and Vegetables,110.1544,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.3562555,Food,14
FDW46,13.0,Regular,0.06820807,Snack Foods,65.9484,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.9507904,Food,4
NCO17,10.0,Low Fat,0.0704812,Health and Hygiene,121.844,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.044288,Non-Consumables,28
FDR19,13.5,Regular,0.14806455,Fruits and Vegetables,145.3102,OUT013,1987,High,Tier 3,Supermarket Type1,6.591744,Food,26
FDJ33,8.895,Regular,0.08509616,Snack Foods,125.173,OUT017,2007,Small,Tier 2,Supermarket Type1,7.991644,Food,6
FDB15,10.895,Low Fat,0.12822674,Dairy,263.0568,OUT046,1997,Small,Tier 1,Supermarket Type1,6.2677956,Food,16
FDA52,16.2,Regular,0.121051215,Frozen Foods,178.437,OUT045,2002,Small,Tier 2,Supermarket Type1,6.964723,Food,11
FDZ08,12.5,Regular,0.10387317,Fruits and Vegetables,84.1592,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.1861043,Food,28
FDR27,15.1,Regular,0.09225462,Meat,131.9942,OUT017,2007,Small,Tier 2,Supermarket Type1,8.022033,Food,6
NCK42,7.475,Low Fat,0.013034706,Household,217.6192,OUT046,1997,Small,Tier 1,Supermarket Type1,7.453419,Non-Consumables,16
FDZ12,9.17,Low Fat,0.093000636,Baking Goods,144.847,OUT019,1985,Small,Tier 1,Grocery Store,4.963872,Food,28
FDM60,10.8,Regular,0.047207393,Baking Goods,41.5138,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.102003,Food,4
NCI31,20.0,Low Fat,0.078495465,Others,35.019,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.373156,Non-Consumables,4
FDX39,14.3,Regular,0.04855527,Meat,210.3586,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.753333,Food,14
NCV05,10.1,Low Fat,0.029927067,Health and Hygiene,153.4656,OUT017,2007,Small,Tier 2,Supermarket Type1,7.524878,Non-Consumables,6
FDX16,17.85,Low Fat,0.06373511,Frozen Foods,149.105,OUT046,1997,Small,Tier 1,Supermarket Type1,7.717385,Food,16
DRK12,9.5,Low Fat,0.03603249,Soft Drinks,32.89,OUT010,1998,Small,Tier 3,Grocery Store,3.5052571,Drinks,15
NCA05,20.75,Low Fat,0.024958704,Health and Hygiene,146.6734,OUT017,2007,Small,Tier 2,Supermarket Type1,6.099018,Non-Consumables,6
DRG51,12.1,Low Fat,0.019130794,Dairy,164.6526,OUT010,1998,Small,Tier 3,Grocery Store,6.488917,Drinks,15
NCR30,20.6,Low Fat,0.068856224,Household,74.4696,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.410345,Non-Consumables,4
NCE31,7.67,Low Fat,0.16961078,Household,33.1216,OUT046,1997,Small,Tier 1,Supermarket Type1,6.589,Non-Consumables,16
FDM56,16.7,Low Fat,0.115911424,Fruits and Vegetables,111.1912,OUT019,1985,Small,Tier 1,Grocery Store,5.3862476,Food,28
FDP24,20.6,Low Fat,0.07967495,Baking Goods,119.5756,OUT013,1987,High,Tier 3,Supermarket Type1,7.8882833,Food,26
DRM37,15.35,Low Fat,0.14958328,Soft Drinks,196.6768,OUT010,1998,Small,Tier 3,Grocery Store,6.382206,Drinks,15
FDN56,5.46,Regular,0.10162483,Fruits and Vegetables,142.6786,OUT013,1987,High,Tier 3,Supermarket Type1,7.7457204,Food,26
DRE60,9.395,Low Fat,0.14805976,Soft Drinks,224.772,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.856167,Drinks,14
FDW49,19.5,Low Fat,0.1350013,Canned,180.6002,OUT019,1985,Small,Tier 1,Grocery Store,6.7973833,Food,28
FDM20,10.0,Low Fat,0.037956264,Fruits and Vegetables,243.8144,OUT046,1997,Small,Tier 1,Supermarket Type1,8.445756,Food,16
FDK15,10.8,Low Fat,0.15897608,Meat,98.2042,OUT019,1985,Small,Tier 1,Grocery Store,5.2903275,Food,28
FDK48,7.445,Low Fat,0.036997795,Baking Goods,73.3354,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.1123815,Food,14
FDO49,10.6,Regular,0.056257527,Breakfast,49.7008,OUT019,1985,Small,Tier 1,Grocery Store,3.9239674,Food,28
FDC09,15.5,Regular,0.026066447,Fruits and Vegetables,102.1332,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.421946,Food,4
NCZ41,19.85,Low Fat,0.062380847,Health and Hygiene,126.1704,OUT013,1987,High,Tier 3,Supermarket Type1,6.775586,Non-Consumables,26
FDP19,11.5,Low Fat,0.16000444,Fruits and Vegetables,128.1652,OUT046,1997,Small,Tier 1,Supermarket Type1,7.805531,Food,16
FDQ24,15.7,Low Fat,0.121315345,Baking Goods,250.4724,OUT019,1985,Small,Tier 1,Grocery Store,5.528128,Food,28
DRL11,10.5,Low Fat,0.04699383,Hard Drinks,159.0946,OUT045,2002,Small,Tier 2,Supermarket Type1,8.31939,Drinks,11
FDO36,19.7,Low Fat,0.075013876,Baking Goods,177.766,OUT035,2004,Small,Tier 2,Supermarket Type1,7.8997064,Food,9
FDN52,12.782404,Regular,0.12304273,Frozen Foods,86.9198,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.3588033,Food,28
FDF21,10.3,Regular,0.093913734,Fruits and Vegetables,188.653,OUT010,1998,Small,Tier 3,Grocery Store,5.2457232,Food,15
FDU40,20.85,Low Fat,0.03669141,Frozen Foods,192.7478,OUT013,1987,High,Tier 3,Supermarket Type1,8.039146,Food,26
FDS51,13.35,Low Fat,0.03172202,Meat,61.4194,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.61074,Food,14
FDE45,12.1,Low Fat,0.039564222,Fruits and Vegetables,177.8002,OUT046,1997,Small,Tier 1,Supermarket Type1,7.38517,Food,16
FDX50,20.1,Low Fat,0.07196068,Dairy,108.7228,OUT035,2004,Small,Tier 2,Supermarket Type1,7.103117,Food,9
NCN14,19.1,Low Fat,0.14922673,Others,184.2608,OUT019,1985,Small,Tier 1,Grocery Store,5.906782,Non-Consumables,28
FDQ21,21.25,Low Fat,0.01931462,Snack Foods,120.8756,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.055337,Food,4
FDV57,15.25,Regular,0.063516855,Snack Foods,181.766,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.905228,Food,28
FDB44,6.655,Low Fat,0.016802758,Fruits and Vegetables,209.2586,OUT013,1987,High,Tier 3,Supermarket Type1,7.9911933,Food,26
FDG52,13.65,Low Fat,0.06351571,Frozen Foods,47.7402,OUT013,1987,High,Tier 3,Supermarket Type1,6.466398,Food,26
FDL38,13.8,Regular,0.025468674,Canned,88.4172,OUT019,1985,Small,Tier 1,Grocery Store,4.491074,Food,28
NCS54,13.6,Low Fat,0.009958944,Household,176.737,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.505168,Non-Consumables,14
DRL37,15.5,Low Fat,0.051987037,Soft Drinks,41.577,OUT035,2004,Small,Tier 2,Supermarket Type1,6.600835,Drinks,9
FDA43,10.895,Low Fat,0.06261974,Fruits and Vegetables,196.6794,OUT013,1987,High,Tier 3,Supermarket Type1,7.065166,Food,26
FDZ39,19.7,Regular,0.017964395,Meat,101.799,OUT017,2007,Small,Tier 2,Supermarket Type1,7.0345545,Food,6
FDG45,8.1,Low Fat,0.11441493,Fruits and Vegetables,211.8902,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.248796,Food,4
FDH10,21.0,Low Fat,0.04808895,Snack Foods,195.0478,OUT013,1987,High,Tier 3,Supermarket Type1,7.345999,Food,26
FDO10,13.65,Regular,0.021119146,Snack Foods,58.3588,OUT010,1998,Small,Tier 3,Grocery Store,4.7407284,Food,15
FDS35,9.3,Low Fat,0.10497418,Breads,63.2826,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.9405336,Food,28
FDI41,18.5,Regular,0.060111962,Frozen Foods,145.1418,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.425384,Food,28
FDN21,18.6,Low Fat,0.07369966,Snack Foods,163.1236,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.790222,Food,28
NCO18,13.15,Low Fat,0.024401119,Household,176.8686,OUT045,2002,Small,Tier 2,Supermarket Type1,7.6653895,Non-Consumables,11
FDB34,15.25,Low Fat,0.026367513,Snack Foods,85.2198,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.301645,Food,4
FDD05,19.35,Low Fat,0.016461415,Frozen Foods,121.5098,OUT013,1987,High,Tier 3,Supermarket Type1,7.9697847,Food,26
FDX59,10.195,Low Fat,0.05013317,Breads,33.0558,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.8923554,Food,28
FDZ23,17.75,Regular,0.10704636,Baking Goods,185.424,OUT010,1998,Small,Tier 3,Grocery Store,6.614318,Food,15
FDX27,20.7,Regular,0.10806225,Dairy,92.7436,OUT046,1997,Small,Tier 1,Supermarket Type1,7.1881185,Food,16
FDV07,9.5,Low Fat,0.0247355,Fruits and Vegetables,110.4228,OUT017,2007,Small,Tier 2,Supermarket Type1,7.3442793,Food,6
FDR14,11.65,Low Fat,0.16129667,Dairy,55.5298,OUT017,2007,Small,Tier 2,Supermarket Type1,6.47259,Food,6
FDO01,21.1,Regular,0.020548107,Breakfast,128.7994,OUT045,2002,Small,Tier 2,Supermarket Type1,7.494982,Food,11
FDO13,7.865,Low Fat,0.05959355,Breakfast,166.3526,OUT017,2007,Small,Tier 2,Supermarket Type1,7.587529,Food,6
FDU25,12.35,Low Fat,0.026326608,Canned,57.0246,OUT035,2004,Small,Tier 2,Supermarket Type1,7.4603395,Food,9
NCK54,12.15,Low Fat,0.028957076,Household,114.715,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.5306087,Non-Consumables,28
FDZ56,16.25,Low Fat,0.025390478,Fruits and Vegetables,168.1474,OUT013,1987,High,Tier 3,Supermarket Type1,7.3238482,Food,26
NCL55,12.15,Low Fat,0.06299962,Others,253.704,OUT017,2007,Small,Tier 2,Supermarket Type1,8.529138,Non-Consumables,6
FDD59,10.5,Regular,0.0642088,Starchy Foods,78.296,OUT045,2002,Small,Tier 2,Supermarket Type1,7.676563,Food,11
FDJ55,12.8,Regular,0.023388399,Meat,226.0404,OUT017,2007,Small,Tier 2,Supermarket Type1,8.594334,Food,6
FDA45,21.25,Low Fat,0.14377756,Snack Foods,177.637,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.606951,Food,28
DRF23,4.61,Low Fat,0.18672422,Hard Drinks,172.8396,OUT010,1998,Small,Tier 3,Grocery Store,5.1615787,Drinks,15
FDT49,7.0,Low Fat,0.14172697,Canned,105.728,OUT017,2007,Small,Tier 2,Supermarket Type1,7.1533146,Food,6
NCO17,10.0,Low Fat,0.06843937,Health and Hygiene,120.644,OUT035,2004,Small,Tier 2,Supermarket Type1,7.5587797,Non-Consumables,9
FDH22,6.405,Low Fat,0.12775552,Snack Foods,128.1678,OUT035,2004,Small,Tier 2,Supermarket Type1,6.924949,Food,9
FDT34,9.3,Low Fat,0.16094583,Snack Foods,104.2964,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.600268,Food,14
FDB39,11.6,Low Fat,0.037870836,Dairy,57.9272,OUT045,2002,Small,Tier 2,Supermarket Type1,6.421946,Food,11
FDQ22,16.75,Low Fat,0.029364575,Snack Foods,39.1822,OUT045,2002,Small,Tier 2,Supermarket Type1,5.750213,Food,11
NCN43,12.15,Low Fat,0.011250894,Others,122.973,OUT010,1998,Small,Tier 3,Grocery Store,4.81359,Non-Consumables,15
FDG57,14.7,Low Fat,0.06990916,Fruits and Vegetables,48.2034,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.928216,Food,14
FDR20,20.0,Regular,0.02773037,Fruits and Vegetables,46.7744,OUT035,2004,Small,Tier 2,Supermarket Type1,7.1085787,Food,9
FDU22,12.35,Low Fat,0.15130396,Snack Foods,120.2124,OUT019,1985,Small,Tier 1,Grocery Store,6.161312,Food,28
NCC43,7.39,Low Fat,0.089207694,Household,250.9066,OUT017,2007,Small,Tier 2,Supermarket Type1,7.317239,Non-Consumables,6
FDP01,20.75,Regular,0.100745074,Breakfast,150.5682,OUT010,1998,Small,Tier 3,Grocery Store,6.636394,Food,15
FDF52,9.3,Low Fat,0.064902835,Frozen Foods,184.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.152272,Food,4
FDZ33,10.195,Low Fat,0.10199392,Snack Foods,147.6076,OUT035,2004,Small,Tier 2,Supermarket Type1,8.173965,Food,9
FDP48,7.52,Regular,0.04287751,Baking Goods,181.395,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.706512,Food,28
FDW56,7.68,Low Fat,0.11214274,Fruits and Vegetables,192.2162,OUT010,1998,Small,Tier 3,Grocery Store,5.952808,Food,15
FDC26,10.195,Low Fat,0.11946867,Canned,110.6886,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.109123,Food,4
FDF34,9.3,Regular,0.013978349,Snack Foods,200.0084,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.688223,Food,4
FDJ33,8.895,Regular,0.084621884,Snack Foods,123.473,OUT035,2004,Small,Tier 2,Supermarket Type1,7.2984967,Food,9
FDD04,16.0,Low Fat,0.08631874,Dairy,143.2154,OUT045,2002,Small,Tier 2,Supermarket Type1,7.2571115,Food,11
NCJ31,19.2,Low Fat,0.16763234,Others,239.2196,OUT013,1987,High,Tier 3,Supermarket Type1,8.529401,Non-Consumables,26
FDO57,20.75,Low Fat,0.10319732,Snack Foods,161.7578,OUT046,1997,Small,Tier 1,Supermarket Type1,7.968403,Food,16
FDM36,11.65,Regular,0.056802195,Baking Goods,172.1422,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.615798,Food,28
NCY05,13.5,Low Fat,0.053531297,Health and Hygiene,35.2874,OUT046,1997,Small,Tier 1,Supermarket Type1,6.6080484,Non-Consumables,16
FDS44,12.65,Regular,0.14434993,Fruits and Vegetables,241.7538,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.119699,Food,28
FDZ39,19.7,Regular,0.017860902,Meat,101.199,OUT035,2004,Small,Tier 2,Supermarket Type1,7.527031,Food,9
NCM31,6.095,Low Fat,0.07849311,Others,143.3154,OUT017,2007,Small,Tier 2,Supermarket Type1,7.9502587,Non-Consumables,6
DRK11,8.21,Low Fat,0.010698036,Hard Drinks,150.8392,OUT013,1987,High,Tier 3,Supermarket Type1,8.000612,Drinks,26
FDO34,17.7,Low Fat,0.04889648,Snack Foods,165.9816,OUT010,1998,Small,Tier 3,Grocery Store,5.122663,Food,15
NCL30,18.1,Low Fat,0.047771715,Household,127.3336,OUT035,2004,Small,Tier 2,Supermarket Type1,7.047954,Non-Consumables,9
FDK28,5.695,Low Fat,0.06387665,Frozen Foods,259.2646,OUT017,2007,Small,Tier 2,Supermarket Type1,9.135178,Food,6
DRJ39,20.25,Low Fat,0.0356752,Dairy,219.3482,OUT035,2004,Small,Tier 2,Supermarket Type1,8.524786,Drinks,9
NCP06,20.7,Low Fat,0.03831237,Household,152.3366,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.6572413,Non-Consumables,28
FDE33,19.35,Regular,0.04821404,Fruits and Vegetables,80.3644,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.5419726,Food,28
FDZ44,8.185,Low Fat,0.038055874,Fruits and Vegetables,115.6808,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.5554776,Food,14
FDV46,18.2,Low Fat,0.012579776,Snack Foods,140.718,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.8847804,Food,4
NCO06,19.25,Low Fat,0.102565624,Household,33.3558,OUT035,2004,Small,Tier 2,Supermarket Type1,6.569582,Non-Consumables,9
